1,stake1u8ruevjwus9g279fhhuvh470ynurclseyu55wqfqxh6grusydrp2z,455,1024826505924,1,1703274567647
2,stake1uyxsdjzz2hgu7uy09gk6thksr9va7hyutk5necxcxfuvl6cgly5xt,455,100135288001,1,1703274567650
3,stake1uxhnwjw498c8aqhdxxl9k37vkkluay6hcca2t2v6wfje4csyexva9,455,62873317542,1,1703274567650
4,stake1u9sgd4en77xucce36tntjyvepsn0r0m6gu0cx6nsqc3taggmeee4h,455,56897676610,1,1703274567650
5,stake1uyg7r64dkxnutq3up575ktdffy34d0a094pp73cyhtn473c240we7,455,52835555251,1,1703274567651
6,stake1uy6sgl0rf3w05gj0k5h83u8xajmt2rwwsw63zcq0fnfq4rgj0pd94,455,52644908709,1,1703274567651
7,stake1u93fz9ahuvhuj3a5y63zngq8y2kk9alwdwx3kstw0gukw8qxu2us5,455,40718650552,1,1703274567651
8,stake1u8xhksyau8y65n0t5wgjpr0kra72qr6dw6qfvd2mp9250wsqm98c6,455,39859750189,1,1703274567651
9,stake1uy3qt0yuzzwru73pltsn5ew5gt6m57upyj840gwftqtugksvdnrg7,455,39249360064,1,1703274567651
10,stake1u92u69a3rsn6xx0z9kwlmsn7c9n6pys858kxf9lfenf3kmqlwg0t4,455,37558654223,1,1703274567651
11,stake1uyd5h6mfrf5uyvtj26lpzd3fae0dr7hujnfj27rtn8kq7pqd9exez,455,30695712479,1,1703274567651
12,stake1u9phuahrxh2wahl8an2znp94yc0ap5c5nyzcgp3t0p5pqlg08d270,455,25006114172,1,1703274567652
13,stake1u8lffpd48ss4f2pe0rhhj4n2edkgwl38scl09f9f43y0azcnhxhwr,455,20806875389,1,1703274567652
14,stake1u87h3r8ef9a49ygc0lj0sf4xvfhrxuleqn6fa46snkwpuyctvjqzg,455,15042209928,1,1703274567652
15,stake1u8hmz9hkl6paq9wnhzhhn2uj8wwfvn659zjs8w969n9zp2qnh8mcg,455,12523093995,1,1703274567652
16,stake1u8fac3672vyvrvlk9v7qvaf5alg0zrh60q5hjmm9nd8m6pqk3zl6a,455,10320288843,1,1703274567652
17,stake1uy5tylpg8vhwljy9huculz90wdk6g6tcuygf562th5lx62csjfpqm,455,9970940464,1,1703274567652
18,stake1uy9k7sjp2uuyzyhqeqdx38d0r8uhf5q7pu5nferm7zg8eeq365jwy,455,9225348603,1,1703274567653
19,stake1uys798gx2ysmslgxtlyrhke7xg3cgjwhwrxeccusej9v5dcyyc0xw,455,9146391266,1,1703274567653
20,stake1u9yjyuh3gadpd5jwjlhkaw4umz6v5nu2k9ndrayg7fnk7gqy6rvpu,455,7773836008,1,1703274567653
21,stake1uy6n24srsv9te6lmrlq5j5qu5akvgczuxdswajrwtszs76qkarn4m,455,7684308043,1,1703274567653
22,stake1uyjew8rd8z09085h84vwekm4l9q5c8j302rk49s2zh9xk6gzpn5h9,455,7637429697,1,1703274567653
23,stake1uxyt7cz0wdusgt5efktarqc268r9uhtgyyq034d976c9xggsly89g,455,7319008181,1,1703274567653
24,stake1u8kkp9vyktkqrn8ymcnrtql60l083m3afafekv6em9ujc8s2qkn39,455,6310704825,1,1703274567653
25,stake1uxyrxaftu5f0v8trd32vhde37pws6eqd59vsupv9dgzn5gqpklycz,455,5491983584,1,1703274567653
26,stake1u90aylvxq75006eq3caxk6mfdzl5w8vz3yqpuz5c37v9ldsldk6vv,455,5308032815,1,1703274567653
27,stake1u8ytdmhas25796jr8dx83yytzhdmq3hkq34m0j0w0ycgavc57zxfx,455,4163121219,1,1703274567653
28,stake1u8q25laaulthnsmq49f0vrupj0krne298f353xgr495yy0s6d5c70,455,3264956231,1,1703274567654
29,stake1u9k57ckrlhx6v0r05x403665upq76c7zehzqq4xj9aum77sfm5d0h,455,1944278842,1,1703274567654
30,stake1u97hl8k0hfjn9vtt8pdcv2ue047quy6tdzlrse50zuwaxqqgu230c,455,1856331074,1,1703274567654
